,Brewery,City,State,Beer,ABV,IBU,Style,Ounces
279,Great Divide Brewing Company,Denver, CO,Denver Pale Ale (Artist Series No. 1),0.05,NA,American Pale Ale (APA),12
280,Avery Brewing Company,Boulder, CO,Avery India Pale Ale,0.063,69,American IPA,12
281,Avery Brewing Company,Boulder, CO,Ellie’s Brown Ale,0.055,17,American Brown Ale,12
282,Avery Brewing Company,Boulder, CO,Raja,0.08,NA,American Double / Imperial IPA,12
283,Avery Brewing Company,Boulder, CO,White Rascal,0.056,10,Witbier,12
284,Avery Brewing Company,Boulder, CO,Avery Joe’s Premium American Pilsner,0.047,42,German Pilsener,12
285,Avery Brewing Company,Boulder, CO,Perzik Saison,0.064,NA,Saison / Farmhouse Ale,12
286,Upslope Brewing Company,Boulder, CO,Upslope Craft Lager,0.048,22,Vienna Lager,12
287,Upslope Brewing Company,Boulder, CO,Upslope Pumpkin Ale,0.077,NA,Pumpkin Ale,16
288,Upslope Brewing Company,Boulder, CO,Upslope Foreign Style Stout,0.069,NA,Foreign / Export Stout,12
289,Upslope Brewing Company,Boulder, CO,Blood Orange Saison,0.06,NA,Saison / Farmhouse Ale,12
290,Upslope Brewing Company,Boulder, CO,Lee Hill Series Vol. 2 - Wild Saison,0.068,24,American Wild Ale,19.2
291,Upslope Brewing Company,Boulder, CO,Upslope Imperial India Pale Ale,0.099,90,American Double / Imperial IPA,19.2
292,Upslope Brewing Company,Boulder, CO,Upslope Belgian Style Pale Ale,0.075,30,Belgian Pale Ale,12
293,Upslope Brewing Company,Boulder, CO,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,0.076,NA,American Brown Ale,19.2
294,Upslope Brewing Company,Boulder, CO,Ferus Fluxus Wild Belgian Pale Ale,0.075,30,American Wild Ale,19.2
295,Upslope Brewing Company,Boulder, CO,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,0.128,NA,Quadrupel (Quad),19.2
296,Upslope Brewing Company,Boulder, CO,Top Rope Mexican-style Craft Lager,0.048,15,Vienna Lager,12
297,Upslope Brewing Company,Boulder, CO,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,51,American Double / Imperial Stout,19.2
298,Upslope Brewing Company,Boulder, CO,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,0.104,NA,Rye Beer,19.2
299,Upslope Brewing Company,Boulder, CO,Upslope India Pale Ale,0.072,NA,American IPA,12
300,Upslope Brewing Company,Boulder, CO,Upslope Pale Ale,0.058,NA,American Pale Ale (APA),12
301,Upslope Brewing Company,Boulder, CO,Thai Style White IPA,0.065,33,American White IPA,12
302,Upslope Brewing Company,Boulder, CO,Upslope Brown Ale,0.067,NA,English Brown Ale,12
303,Upslope Brewing Company,Boulder, CO,Upslope Christmas Ale,0.082,NA,Winter Warmer,16
304,Crazy Mountain Brewing Company,Edwards, CO,Snowcat Coffee Stout,0.059,NA,American Stout,12
305,Crazy Mountain Brewing Company,Edwards, CO,Boohai Red Ale,NA,NA,American Amber / Red Ale,12
306,Crazy Mountain Brewing Company,Edwards, CO,WinterWonderGrass Festival Ale,NA,NA,American Amber / Red Ale,12
307,Crazy Mountain Brewing Company,Edwards, CO,Old Soul,0.075,25,Belgian Strong Pale Ale,12
308,Crazy Mountain Brewing Company,Edwards, CO,Crazy Mountain Amber Ale,0.052,25,American Amber / Red Ale,12
309,Crazy Mountain Brewing Company,Edwards, CO,Mountain Livin' Pale Ale,0.06,NA,American Pale Ale (APA),12
310,Crazy Mountain Brewing Company,Edwards, CO,Lava Lake Wit,0.052,15,Witbier,12
311,Crazy Mountain Brewing Company,Edwards, CO,Neomexicanus Native,0.06,46,American Pale Ale (APA),12
312,Epic Brewing,Denver, CO,Lil' Brainless Raspberries,0.052,NA,Fruit / Vegetable Beer,12
313,Epic Brewing,Denver, CO,Element 29,0.052,NA,American Pale Ale (APA),12
314,Epic Brewing,Denver, CO,Escape to Colorado,0.062,NA,American IPA,12
315,Epic Brewing,Denver, CO,Hop Syndrome,0.05,NA,American Pale Lager,12
316,New Belgium Brewing Company,Fort Collins, CO,Sunshine Wheat Beer,0.048,NA,American Pale Wheat Ale,12
317,New Belgium Brewing Company,Fort Collins, CO,Snapshot,0.052,NA,American Pale Wheat Ale,16
318,New Belgium Brewing Company,Fort Collins, CO,Shift (1),0.05,29,American Pale Lager,12
319,New Belgium Brewing Company,Fort Collins, CO,Blue Paddle,0.048,NA,Czech Pilsener,12
320,New Belgium Brewing Company,Fort Collins, CO,Fat Tire Amber Ale (2008),0.052,18,American Amber / Red Ale,12
321,New Belgium Brewing Company,Fort Collins, CO,California Route,0.055,NA,American Amber / Red Lager,12
322,New Belgium Brewing Company,Fort Collins, CO,Shift,0.05,29,American Pale Lager,12
323,New Belgium Brewing Company,Fort Collins, CO,Fat Tire Amber Ale,0.052,18,American Amber / Red Ale,12
324,New Belgium Brewing Company,Fort Collins, CO,1554 Black Lager,0.056,21,Euro Dark Lager,12
325,New Belgium Brewing Company,Fort Collins, CO,Ranger IPA,0.065,70,American IPA,12
326,New Belgium Brewing Company,Fort Collins, CO,Slow Ride,0.045,40,American IPA,12
327,New Belgium Brewing Company,Fort Collins, CO,Fat Tire Amber Ale (2011),0.052,18,American Amber / Red Ale,12
328,New Belgium Brewing Company,Fort Collins, CO,Ranger IPA,0.065,70,American IPA,16
329,New Belgium Brewing Company,Fort Collins, CO,Ranger IPA (Current),0.065,70,American IPA,12
330,New Belgium Brewing Company,Fort Collins, CO,Shift,0.05,29,American Pale Lager,16
331,New Belgium Brewing Company,Fort Collins, CO,Sunshine Wheat Beer (2009),0.048,NA,American Pale Wheat Ale,12
332,New Belgium Brewing Company,Fort Collins, CO,Fat Tire Amber Ale,0.052,18,American Amber / Red Ale,16
333,Lone Tree Brewing Company,Lone Tree, CO,Peach Pale Ale,0.057,40,American Pale Ale (APA),12
334,Bonfire Brewing Company,Eagle, CO,Slow & Steady Golden Ale,0.047,NA,American Blonde Ale,12
335,Bonfire Brewing Company,Eagle, CO,Demshitz Brown Ale,0.058,NA,American Brown Ale,12
336,Bonfire Brewing Company,Eagle, CO,Tent Pole Vanilla Porter,0.061,NA,American Porter,16
337,Bonfire Brewing Company,Eagle, CO,Firestarter India Pale Ale,0.066,72,American IPA,12
338,Bonfire Brewing Company,Eagle, CO,Gyptoberfest,0.056,26,Märzen / Oktoberfest,12
339,Bonfire Brewing Company,Eagle, CO,Moe's Original Bar B Que 'Bama Brew Golden Ale,0.047,NA,American Blonde Ale,12
340,Bonfire Brewing Company,Eagle, CO,Kindler Pale Ale,0.053,45,American Pale Ale (APA),12
341,Bonfire Brewing Company,Eagle, CO,Farmer Wirtz India Pale Ale,0.07,94,English India Pale Ale (IPA),16
342,Bonfire Brewing Company,Eagle, CO,Brush Creek Blonde,0.048,NA,American Blonde Ale,16
343,Bonfire Brewing Company,Eagle, CO,Wood Splitter Pilsner (2012),0.048,NA,Czech Pilsener,12
344,Bonfire Brewing Company,Eagle, CO,Pink-I Raspberry IPA,0.068,NA,American IPA,16
345,Bonfire Brewing Company,Eagle, CO,Wood Splitter Pilsner,0.048,30,Czech Pilsener,16
346,Bonfire Brewing Company,Eagle, CO,Awry Rye Pale Ale,0.058,NA,American Pale Ale (APA),12
347,Bonfire Brewing Company,Eagle, CO,Live Local Golden Ale,0.047,NA,American Blonde Ale,12
348,Bonfire Brewing Company,Eagle, CO,Mistress Winter Wheat,0.064,NA,Winter Warmer,12
349,Bonfire Brewing Company,Eagle, CO,Dirtbag Dunkel,0.049,NA,Munich Dunkel Lager,16
350,Bonfire Brewing Company,Eagle, CO,Firestarter India Pale Ale,0.066,72,American IPA,16
351,Bonfire Brewing Company,Eagle, CO,Kilt Dropper Scotch Ale,0.075,22,Scotch Ale / Wee Heavy,16
352,Bonfire Brewing Company,Eagle, CO,Screaming Eagle Special Ale ESB,0.048,38,Extra Special / Strong Bitter (ESB),12
353,Renegade Brewing Company,Denver, CO,5:00 O'Clock Afternoon Ale,0.05,25,American Blonde Ale,16
354,Renegade Brewing Company,Denver, CO,Redacted Rye IPA,0.07,100,American IPA,16
355,Renegade Brewing Company,Denver, CO,Consilium,0.05,40,American Pale Ale (APA),12
356,Renegade Brewing Company,Denver, CO,Ryeteous Rye IPA (2012),0.07,100,American IPA,16
357,Renegade Brewing Company,Denver, CO,Hammer & Sickle,0.09,60,Russian Imperial Stout,12
358,Renegade Brewing Company,Denver, CO,Elevation Triple India Pale Ale,0.099,100,American Double / Imperial IPA,12
359,Steamworks Brewing Company,Durango, CO,Third Eye Pale Ale,0.065,65,American IPA,12
360,Steamworks Brewing Company,Durango, CO,Colorado Kölsch,0.049,17,Kölsch,12
361,Steamworks Brewing Company,Durango, CO,Steam Engine Lager,0.057,25,American Amber / Red Lager,12
362,Steamworks Brewing Company,Durango, CO,Third Eye Enlightened Pale Ale,0.065,65,American Pale Ale (APA),12
363,Pug Ryan's Brewery,Dillon, CO,Dead Eye Dunkel,0.06,15,Munich Dunkel Lager,12
364,Pug Ryan's Brewery,Dillon, CO,Morning Wood Wheat (Current),0.059,14,American Pale Wheat Ale,12
365,Pug Ryan's Brewery,Dillon, CO,Morning Wood Wheat (Current),0.059,14,American Pale Wheat Ale,12
366,Pug Ryan's Brewery,Dillon, CO,Hideout Helles,0.069,17,Munich Helles Lager,12
367,Pug Ryan's Brewery,Dillon, CO,Peacemaker Pilsner,0.058,21,Czech Pilsener,12
368,Pug Ryan's Brewery,Dillon, CO,Over the Rail Pale Ale,0.057,68,American Pale Ale (APA),12
369,Pug Ryan's Brewery,Dillon, CO,Pallavicini Pilsner (2009),0.058,21,Czech Pilsener,12
370,Grimm Brothers Brewhouse,Loveland, CO,Little Red Cap,0.063,43,Altbier,12
371,Odyssey Beerwerks,Arvada, CO,Ghose Drifter Pale Ale,0.051,NA,American Pale Ale (APA),12
372,Odyssey Beerwerks,Arvada, CO,Heliocentric Hefeweizen,0.047,NA,Hefeweizen,12
373,Odyssey Beerwerks,Arvada, CO,Perpetual Darkness,0.092,72,Belgian Strong Dark Ale,12
374,Odyssey Beerwerks,Arvada, CO,Psycho Penguin Vanilla Porter,0.054,36,American Porter,12
375,Odyssey Beerwerks,Arvada, CO,Ghost Rider Pale Ale (2013),0.051,NA,American Pale Ale (APA),12
376,Odyssey Beerwerks,Arvada, CO,Clan Warrior,0.087,29,Scotch Ale / Wee Heavy,12
377,Odyssey Beerwerks,Arvada, CO,Helios Hefeweizen (2013),0.047,NA,Hefeweizen,12
378,Oskar Blues Brewery,Longmont, CO,Mama's Little Yella Pils,0.053,35,Czech Pilsener,19.2
379,Oskar Blues Brewery,Longmont, CO,CAN'D AID Foundation,NA,NA,,12
380,Oskar Blues Brewery,Longmont, CO,Chaka,0.08,NA,Belgian Strong Pale Ale,16
381,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12
382,Oskar Blues Brewery,Longmont, CO,oSKAr the G'Rauch,0.085,NA,American IPA,19.2
383,Oskar Blues Brewery,Longmont, CO,15th Anniversary Abbey Ale (2012),0.09,NA,Belgian Dark Ale,16
384,Oskar Blues Brewery,Longmont, CO,Birth IPA,NA,NA,American IPA,12
385,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12
386,Oskar Blues Brewery,Longmont, CO,Icey.P.A.,NA,NA,American IPA,16
387,Oskar Blues Brewery,Longmont, CO,Pinner Throwback IPA,0.049,35,American IPA,12
388,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale (10 Year Anniversary),0.065,65,American Pale Ale (APA),12
389,Oskar Blues Brewery,Longmont, CO,Mama's Little Yella Pils,0.053,35,Czech Pilsener,12
390,Oskar Blues Brewery,Longmont, CO,One Nut Brown,0.05,NA,English Brown Ale,12
391,Oskar Blues Brewery,Longmont, CO,The CROWLER™,NA,NA,,32
392,Oskar Blues Brewery,Longmont, CO,Old Chub NITRO,0.08,NA,Scotch Ale / Wee Heavy,16
393,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale (2010),0.065,65,American Pale Ale (APA),12
394,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale (2011),0.065,65,American Pale Ale (APA),12
395,Oskar Blues Brewery,Longmont, CO,HGH (Home Grown Hops): Part Duh,0.08,70,American Strong Ale,12
396,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale,0.065,65,American Pale Ale (APA),19.2
397,Oskar Blues Brewery,Longmont, CO,Old Chub,0.08,35,Scottish Ale,12
398,Oskar Blues Brewery,Longmont, CO,The Deuce,0.07,NA,American Brown Ale,16
399,Oskar Blues Brewery,Longmont, CO,G'KNIGHT (12 oz.),0.087,85,American Double / Imperial IPA,12
400,Oskar Blues Brewery,Longmont, CO,Deviant Dale's IPA,0.08,NA,American Double / Imperial IPA,16
401,Oskar Blues Brewery,Longmont, CO,Ten Fidy Imperial Stout,0.099,98,Russian Imperial Stout,12
402,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale,0.065,65,American Pale Ale (APA),12
403,Oskar Blues Brewery,Longmont, CO,Gordon Ale (2009),0.087,85,American Double / Imperial IPA,12
404,Oskar Blues Brewery,Longmont, CO,Centennial State Pale Ale,0.052,NA,American Pale Ale (APA),19.2
405,Oskar Blues Brewery,Longmont, CO,GUBNA Imperial IPA,0.099,100,American Double / Imperial IPA,12
406,Oskar Blues Brewery,Longmont, CO,oSKAr the G'Rauch,0.085,NA,American IPA,16
407,Oskar Blues Brewery,Longmont, CO,G'KNIGHT (16 oz.),0.087,85,American Double / Imperial IPA,16
408,Oskar Blues Brewery,Longmont, CO,Dale's Pale Ale (2012),0.065,65,American Pale Ale (APA),12
409,Oskar Blues Brewery,Longmont, CO,Gordon Imperial Red (2010),0.087,85,American Double / Imperial IPA,12
410,Oskar Blues Brewery,Longmont, CO,One Hit Wonder,0.09,60,American Double / Imperial IPA,12
411,High Hops Brewery,Windsor, CO,The Power of Zeus,0.07,68,American Pale Ale (APA),12
412,High Hops Brewery,Windsor, CO,The Golden One,0.063,21,American Pilsner,12
413,Big Choice Brewing,Broomfield, CO,Hemlock Double IPA,0.095,104,American Double / Imperial IPA,12
414,Big Choice Brewing,Broomfield, CO,West Portal Colorado Common Summer Ale,0.041,NA,California Common / Steam Beer,16
415,Big Choice Brewing,Broomfield, CO,Aprè Shred,0.081,17,American Strong Ale,16
416,Big Choice Brewing,Broomfield, CO,Disconnected Red,0.067,85,American Amber / Red Ale,16
417,Denver Beer Company,Denver, CO,Incredible Pedal IPA,0.07,NA,American IPA,12
418,Denver Beer Company,Denver, CO,Graham Cracker Porter,0.05,NA,American Porter,12
419,Ska Brewing Company,Durango, CO,Euphoria Pale Ale,0.061,NA,American Pale Ale (APA),12
420,Ska Brewing Company,Durango, CO,ESB Special Ale,0.057,58,Extra Special / Strong Bitter (ESB),12
421,Ska Brewing Company,Durango, CO,Estival Cream Stout,0.058,15,American Stout,12
422,Ska Brewing Company,Durango, CO,Taster's Choice,0.074,NA,Doppelbock,12
423,Ska Brewing Company,Durango, CO,Vernal Minthe Stout,0.058,NA,American Stout,12
424,Ska Brewing Company,Durango, CO,Hibernal Vinifera Stout,0.08,NA,Foreign / Export Stout,12
425,Ska Brewing Company,Durango, CO,Modus Hoperandi,0.068,65,American IPA,12
426,Ska Brewing Company,Durango, CO,Autumnal Molé Stout,NA,NA,American Stout,12
427,Ska Brewing Company,Durango, CO,Rudie Session IPA,0.045,NA,American IPA,12
428,Ska Brewing Company,Durango, CO,Mexican Logger,0.042,18,American Pale Lager,12
429,Ska Brewing Company,Durango, CO,Modus Hoperandi,0.068,65,American IPA,12
430,Ska Brewing Company,Durango, CO,True Blonde Ale,0.053,NA,American Blonde Ale,12
431,Tommyknocker Brewery,Idaho Springs, CO,IPA & a Half,0.073,87,American IPA,12
432,Tommyknocker Brewery,Idaho Springs, CO,Ornery Amber Lager (2003),0.055,33,Vienna Lager,12
433,Black Shirt Brewing Company,Denver, CO,American Red Porter,0.071,45,American Porter,12
434,Black Shirt Brewing Company,Denver, CO,Colorado Red Ale,0.066,44,American Amber / Red Ale,12
435,Black Shirt Brewing Company,Denver, CO,American Red Saison,0.078,34,Saison / Farmhouse Ale,12
436,Black Shirt Brewing Company,Denver, CO,American India Red Ale,0.071,83,American Strong Ale,12
437,Palisade Brewing Company,Palisade, CO,Dirty Hippie Dark Wheat,0.053,NA,American Dark Wheat Ale,12
438,Palisade Brewing Company,Palisade, CO,Hula Hoppie Session IPA,0.048,NA,American IPA,12
439,Pikes Peak Brewing Company,Monument, CO,Devils Head Red Ale,0.073,NA,American Amber / Red Ale,16
440,Pikes Peak Brewing Company,Monument, CO,Elephant Rock IPA,0.07,75,American IPA,12
441,Pikes Peak Brewing Company,Monument, CO,Local 5 Pale Ale,0.056,NA,American Pale Ale (APA),16
442,Eddyline Brewery & Restaurant,Buena Vista, CO,Pumpkin Patch Ale (2012),0.05,NA,Pumpkin Ale,16
443,Eddyline Brewery & Restaurant,Buena Vista, CO,River Runners Pale Ale,0.06,NA,American Pale Ale (APA),16
444,Eddyline Brewery & Restaurant,Buena Vista, CO,Mountain Fairy Raspberry Wheat,0.055,NA,Fruit / Vegetable Beer,16
445,Eddyline Brewery & Restaurant,Buena Vista, CO,Boater Beer,0.045,NA,German Pilsener,16
446,Eddyline Brewery & Restaurant,Buena Vista, CO,Crank Yanker IPA,0.078,74,American IPA,16
447,Eddyline Brewery & Restaurant,Buena Vista, CO,Pumpkin Patch Ale,0.05,NA,Pumpkin Ale,16
448,Eddyline Brewery & Restaurant,Buena Vista, CO,Crank Yanker IPA (2011),0.078,74,American IPA,16
449,Revolution Brewing,Paonia, CO,Colorado Red Ale,0.062,NA,American Amber / Red Ale,12
450,Revolution Brewing,Paonia, CO,Stout Ol' Friend (2012),0.064,NA,American Stout,16
451,Revolution Brewing,Paonia, CO,Miner's Gold,0.05,NA,American Blonde Ale,16
452,Revolution Brewing,Paonia, CO,Rye Porter,NA,NA,American Porter,16
453,Revolution Brewing,Paonia, CO,Vienna Lager,0.046,NA,Vienna Lager,16
454,Revolution Brewing,Paonia, CO,Miner's Gold,NA,NA,American Blonde Ale,12
455,Revolution Brewing,Paonia, CO,Jessie's Garage,0.056,NA,American Pale Ale (APA),16
456,Revolution Brewing,Paonia, CO,Stout Ol' Friend,0.064,NA,American Stout,16
457,Breckenridge Brewery,Denver, CO,Avalanche Ale,0.054,19,American Amber / Red Ale,12
458,Breckenridge Brewery,Denver, CO,Lucky U IPA,0.062,68,American IPA,12
459,Breckenridge Brewery,Denver, CO,SummerBright Ale,0.045,15,American Pale Wheat Ale,12
460,Breckenridge Brewery,Denver, CO,Agave Wheat,0.042,9,American Pale Wheat Ale,12
461,Fate Brewing Company,Boulder, CO,Moirai India Pale Ale,0.07,70,American IPA,16
462,Fate Brewing Company,Boulder, CO,Sudice American Stout,0.07,58,American Stout,16
463,Fate Brewing Company,Boulder, CO,Parcae Belgian Style Pale Ale,0.05,20,Belgian Pale Ale,16
464,Fate Brewing Company,Boulder, CO,Laimas Kölsch Style Ale,0.05,20,Kölsch,16
465,Fate Brewing Company,Boulder, CO,Norns Roggenbier,0.05,20,Roggenbier,16
466,Boulder Beer Company,Boulder, CO,Hazed & Infused (2010),0.049,35,American Pale Ale (APA),12
467,Boulder Beer Company,Boulder, CO,Hazed & Infused,0.049,35,American Pale Ale (APA),12
468,Boulder Beer Company,Boulder, CO,Hoopla Pale Ale,0.057,35,American Pale Ale (APA),12
469,Sanitas Brewing Company,Boulder, CO,Sanitas Black IPA,0.068,65,American Black Ale,12
470,Sanitas Brewing Company,Boulder, CO,Sanitas Saison Ale,0.058,20,Saison / Farmhouse Ale,12
471,Gore Range Brewery,Edwards, CO,Beaver Logger,0.052,19,American Pale Lager,12
472,Redstone Meadery,Boulder, CO,Sunshine Nectar,0.08,NA,Mead,16
473,Redstone Meadery,Boulder, CO,Nectar of the Hops,0.08,NA,Mead,16
474,Redstone Meadery,Boulder, CO,Black Raspberry Nectar,0.08,NA,Mead,16
475,Wynkoop Brewing Company,Denver, CO,Rail Yard Ale,0.052,NA,American Amber / Red Ale,12
476,Wynkoop Brewing Company,Denver, CO,Patty's Chile Beer,0.042,NA,Chile Beer,12
477,Wynkoop Brewing Company,Denver, CO,Wynkoop Pumpkin Ale,0.055,NA,Pumpkin Ale,12
478,Wynkoop Brewing Company,Denver, CO,B3K Black Lager,0.055,NA,Schwarzbier,12
479,Wynkoop Brewing Company,Denver, CO,Rocky Mountain Oyster Stout,0.075,NA,American Stout,12
480,Wynkoop Brewing Company,Denver, CO,Rail Yard Ale (2009),0.052,NA,American Amber / Red Ale,12
481,Wynkoop Brewing Company,Denver, CO,Silverback Pale Ale,0.055,40,American Pale Ale (APA),12
482,Wynkoop Brewing Company,Denver, CO,Colorojo Imperial Red Ale,0.082,NA,American Strong Ale,12
483,Wynkoop Brewing Company,Denver, CO,Belgorado,0.067,45,Belgian IPA,12
484,Asher Brewing Company,Boulder, CO,Green Bullet Organic India Pale Ale,0.07,45,American IPA,16
485,Pateros Creek Brewing Company,Fort Collins, CO,Stimulator Pale Ale,0.053,48,American Pale Ale (APA),16
486,Pateros Creek Brewing Company,Fort Collins, CO,Rustic Red,0.052,23,Irish Red Ale,16
487,Pateros Creek Brewing Company,Fort Collins, CO,Old Town Ale,0.045,22,Kölsch,16
488,Pateros Creek Brewing Company,Fort Collins, CO,Cache La Porter,0.05,24,American Porter,16
489,Pateros Creek Brewing Company,Fort Collins, CO,Car 21,0.044,28,English Bitter,16
490,Dad & Dude's Breweria,Aurora, CO,Dank IPA (2012),0.065,NA,American IPA,16
